user_id,text_id,text,timestamp,collection_phase,is_words,valence,arousal,valence_baseline,arousal_baseline
3,251,I ' ve been feeling just fine . Nice and relaxed .. Im on my days off from work spending time with my daughters at home . I ' m not sure what else to say . I ' m in a good mood .....................................................,2021-06-08T12:26:16.000000,1,false,1.0,1.0,1.7980000000000003,0.28733333333333333
3,252,I ' ve been feeling pretty good . This is my last day off before I return to work so I am going to try and clean the house some and maybe tackle some laundry . I think im getting a cold but im in pretty high spirits .,2021-06-09T13:41:40.000000,1,false,0.0,1.0,1.1743157894736842,0.7934444444444444
3,253,Still feeling sick today and sneezing alot with a runny nose but otherwise I ' m feeling pretty good . I have work in a couple hours at the restaurant and it ' s Friday night so I ' m sure I ' ll be busy making a ton of drinks .,2021-06-11T15:13:48.000000,1,false,1.0,1.0,1.1543636363636365,0.5562857142857143
3,254,I ' m still feeling kinda sickly but I powered through at work last night . It ' s was so crazy busy that I could barely keep up . I love when that happens haha . I ended out the night very sore but over 300 dollars richer so I can ' t complain,2021-06-12T12:20:03.000000,1,false,1.0,1.0,0.2234000000000001,0.9801739130434783
3,255,I ' m feeling so much better today ! Seems like this cold is almost gone thank god . Last night was busy at the bar and I did pretty decent . I ' m pretty exhausted today but it ' s my last day to work and then I ' m off for three days,2021-06-13T14:54:41.000000,1,false,2.0,1.0,0.9707272727272728,0.5687619047619048
7,347,I have been feeling somewhat down . I am trying to be more productive and get things done . I am having trouble finding the energy and motivation . I can ' t type any more characters . I ' m pretty sure this is over 200 .,2021-03-11T12:10:58.000000,1,false,-1.0,0.0,1.659,0.7475294117647058
7,348,The last day has been much better than yesterday . Friends surprised with visit and we had a late night get together . My schedule at work changed to a more consistent schedule . What a relief ! This 200 character minimum is very frustrating .,2021-03-12T12:43:39.000000,1,false,1.0,2.0,1.1649999999999996,0.706
10,407,"Tired , Exhausted , Calm , Content , Happy",2021-06-09T12:11:03.000000,1,true,-1.0,0.0,0.6072,0.4568000000000001
10,408,"Content , Calm , Sleepy , Lazy , Relaxed",2021-06-10T17:08:20.000000,1,true,2.0,0.0,1.6,-0.3759999999999999
10,409,"Content , Calm , Relaxed , Happy",2021-06-11T12:03:33.000000,1,true,2.0,0.0,2.993,0.126
10,410,"Calm , Content , Happy , Relaxed",2021-06-11T17:18:21.000000,1,true,2.0,1.0,2.993,0.1259999999999999
17,972,"I feel pretty good , a little tired . I didn’t get home until midnight and right back at it this morning .   Ready to get my shift over for the day . I have two shifts left and I have the next two days off . I’m anxious , but ready .",2021-06-12T12:19:10.000000,1,false,1.0,2.0,1.0958,0.5954782608695652
17,973,"I hate my job . I hate people at times . I just wanna go home . I don’t understand hope they Think we can manage without a break , all day long . Especially me being 46   years old   I just need a new job . A new profession . I can’t do this right now .",2021-06-12T17:32:25.000000,1,false,-2.0,1.0,1.0795199999999998,0.7877500000000001
17,974,"I feel okay today , but of course I’m off today . I wanted a drink last night , to be honest , but I never drank one . Yesterday was a long , bad day . I just went to bed instead , and got a good nights rest . I feel so much better today",2021-06-13T12:16:35.000000,1,false,0.0,1.0,1.1325,0.6259999999999999
17,975,"I feel a lot better today . I got a good nights rest last night . After a super long , terrible day . Of course I’m off today . So that helps . A lot . Sometimes I like my job , but sometimes not . But I love my days off .",2021-06-13T17:05:56.000000,1,false,-1.0,0.0,1.2996,0.7772631578947369
17,976,"I’m okay today . Today is my day off . I’m not looking forward to tomorrow , with the exception that they owe me money , and I can get that . I work a double tomorrow and I’m not looking forward to dealing with the people .",2021-06-14T12:08:34.000000,1,false,-2.0,0.0,1.7136470588235297,0.7397894736842106
17,977,"I feel kind of down . Money has a lot to do with it . I need money so bad , and I feel like I’m not making any lately to account to anything . I feel under paid and under appreciated . I’m not looking forward to work tomorrow . I work a double . Yaaay",2021-06-14T17:35:57.000000,1,false,-2.0,0.0,1.5343999999999998,0.7849999999999999
17,978,"I am tired . I don’t feel good this evening . I worked this morning . It wasn’t that bad , but I did leave for the evening instead of working my double . I just wasn’t feeling well , my legs and my back were hurting really Bad . Overall , my shift was good though . Just tired . And hurting .",2021-06-15T22:03:14.000000,1,false,-1.0,1.0,0.292,0.799076923076923
17,979,"I feel okay right now . Of course my shift is fixing to start , so we will see in a few hours how I’m feeling . Hopefully the shift and the people won’t be that bad . I’m pretty happy/content at the moment and feeling okay today .",2021-06-16T12:36:09.000000,1,false,2.0,0.0,1.145904761904762,0.7114285714285714
17,980,"Today hasn’t been so bad . I didn’t really make a lot , which sucks , but it is what it is . I’m in a pretty good mood and feel pretty good . Today has been okay . My people were all pretty nice . Just wish there was more money .",2021-06-16T17:50:43.000000,1,false,1.0,1.0,1.5792380952380953,0.6308421052631579
17,981,"I feel good . I’m off this evening . I’ve been off the last two days , besides working this morning , and then this evening off . That does good for my mentality , and with dealing with the public . Sometimes it’s hard to do , deal with people . Then others , they can be really sweet and nice . But overall I feel good right now .",2021-06-16T22:44:13.000000,1,false,1.0,0.0,1.2122857142857146,0.6109629629629629
17,1000,"I’m hungry and broke . Studying for college at the moment . But I’m content , besides being hungry . I have to work later , which bums me out , but I need the money .   I’m a pretty positive person though , things will look up .",2022-01-25T10:01:40.000000,2,false,1.0,0.0,0.939,1.0035
17,1001,I’m very tired . Don’t feel good at all . I do not want to go to work . I would rather sit home . I just do not feel good today . I felt a lot better earlier . Worried about bills . Money . I need money Bad .,2022-01-25T15:05:12.000000,2,false,-2.0,0.0,1.1664347826086954,0.88825
17,1002,"I’m at work . Things are going pretty good I guess . I thought it was going to be slow , but it picked up some , so that is good . I’m broke , I need the money , and that stresses me out , bad . Other than that , my mind is clear at the moment . Although I am worried about a couple things , they aren’t bothering me at the moment . Probably because I’m at work .",2022-01-25T20:03:39.000000,2,false,0.0,1.0,0.7611666666666667,0.9982424242424243
17,1003,"So this morning I had school . Biology so far . That Shìt messed with my mind ! I’m not good with science . Other than that , I am good today . I feel okay and have a pretty good outlook so far today . Work tonight after school , not looking forward to that with the exception of I need money .",2022-01-26T10:39:06.000000,2,false,1.0,1.0,1.6539130434782612,0.6722307692307693
17,1004,"I feel okay besides hurting . My mental clarity is good right now . I’m not happy or sad , just content I guess . I still don’t want to work tonight but I know I need the money . I’m going to school so if I can get through this , I’ll be good .",2022-01-26T15:22:06.000000,2,false,0.0,1.0,1.378782608695652,0.843923076923077
17,1005,"I’m done with work and   mode a little money , so I’m happy about that . I do not need to drink to feel happy or not be   stressed   out . I’m off tomorrow and that also makes me happy . I’m pretty good tonight . Content .",2022-01-26T21:43:55.000000,2,false,1.0,1.0,1.7164444444444444,0.994
17,1006,"I just got up not long ago , no school or work today . I’m off , just need to go work on my school work . So I’m clam , and comment right now . Hurting   a little , but I’m okay . I get to go get my grandson later , he’s2 , so that makes me happy to that I get to spend some time with him . Have a great day !",2022-01-27T10:02:43.000000,2,false,1.0,1.0,1.3417931034482762,0.9575151515151515
17,1007,"My grandson has stayed with me tonight . He’s two and not listening and my head hurts . I’m also trying to study biology . I can say the three do not go together . I just wish my head would quit hurting , and my legs . It’s my night off !! Can I not get a break from life once in a while ?? Why does life have to be so damned hard at times ??",2022-01-27T20:01:40.000000,2,false,-2.0,0.0,0.87952,0.7706875
17,1008,"I’m trying to do homework , I have a Paper due this Somali that I’m working on . It’s going well , so far . So that helps with my sanity . lol . I’m okay , as far as right now . I have to work tonight , not looking forward to that with the exception that I need money , so I’ll make it through it . Maybe not happy , until I get off , but I’ll get more money for my bills and such . That does a lot for my mental stability .",2022-01-28T10:02:36.000000,2,false,1.0,0.0,0.9954482758620692,0.8363
17,1009,"I don’t feel good . Mentally and physically . I’m hurting bad and tired as hell . Still got to work . Still got to have that money to pay my bills . I was I was rich sometimes , not all   the time . Sometimes I’m content , sometimes , it would just be easier to gave money . Thinks will look up",2022-01-28T15:20:22.000000,2,false,-1.0,0.0,1.0007619047619047,1.0128666666666666
17,1010,"My head hurts . That makes everything bad . I didn’t have to work tonight , they sent me home as extra . I needed to stay and work , I needed the money . But at the same time , I was happy to go cause I don’t feel good at all . I’m not sick , just getting old sucks .",2022-01-28T20:00:59.000000,2,false,-2.0,0.0,0.9493333333333334,0.9480000000000001
